$OR;D2 
* From-Time  To-Time 
9162113 9162123 12
9162113 9162124 0
9162113 9162125 1
9162113 9162126 10
9162113 9162127 1
9162113 9162129 3
9162113 9162132 3
9162113 9162133 1
9162113 9162140 5
9162113 9162159 1
9162113 9162160 27
9162113 9162161 4
9162113 9162162 6
9162113 9162163 20
9162122 9162000 2
9162122 9162025 5
9162122 9162028 5
9162122 9162038 39
9162122 9162043 12
9162122 9162044 5
9162122 9162045 3
9162122 9162046 1
9162122 9162047 3
9162122 9162048 2
9162122 9162058 3
9162122 9162059 1
9162122 9162060 0
9162122 9162061 3
9162122 9162062 1
9162122 9162063 0
9162122 9162064 20
9162122 9162065 10
9162122 9162066 10
9162122 9162067 10
9162122 9162068 26
9162122 9162069 3
9162122 9162070 15
9162122 9162071 9
9162122 9162072 6
9162122 9162074 3
9162122 9162075 8
9162122 9162078 9
9162122 9162084 10
9162122 9162085 8
9162122 9162087 1
9162122 9162090 1
9162122 9162091 1
9162122 9162092 4
9162122 9162094 3
9162122 9162095 1
9162122 9162099 1
9162122 9162101 7
9162122 9162104 7
9162122 9162105 3
9162122 9162108 1
9162122 9162109 1
9162122 9162110 1
9162122 9162111 6
9162122 9162112 2
9162122 9162113 5
9162122 9162122 40
9162122 9162123 49
9162122 9162124 17
9162122 9162125 20
9162122 9162126 36
9162122 9162127 8
9162122 9162129 5
9162122 9162132 1
9162122 9162133 1
9162122 9162140 2
9162122 9162159 3
9162122 9162160 10
9162122 9162161 4
9162122 9162162 16
9162122 9162163 1
9162123 9162000 3
9162123 9162025 5
9162123 9162028 7
9162123 9162038 81
9162123 9162043 24
9162123 9162044 7
9162123 9162045 2
9162123 9162046 1
9162123 9162047 2
9162123 9162048 4
9162123 9162058 3
9162123 9162059 1
9162123 9162060 1
9162123 9162061 3
9162123 9162062 1
9162123 9162063 1
9162123 9162064 26
9162123 9162065 12
9162123 9162066 21
9162123 9162067 25
9162123 9162068 43
9162123 9162069 4
9162123 9162070 12
9162123 9162071 29
9162123 9162072 23
9162123 9162074 2
9162123 9162075 10
9162123 9162078 36
9162123 9162084 12
9162123 9162085 12
9162123 9162087 3
9162123 9162090 5
9162123 9162091 1
9162123 9162092 6
9162123 9162094 2
9162123 9162095 1
9162123 9162099 3
9162123 9162101 11
9162123 9162104 26
9162123 9162105 6
9162123 9162108 0
9162123 9162109 1
9162123 9162110 1
9162123 9162111 8
9162123 9162112 3
9162123 9162113 5
9162123 9162122 18
9162123 9162123 85
9162123 9162124 12
9162123 9162125 6
9162123 9162126 65
9162123 9162127 6
9162123 9162129 33
9162123 9162132 1
9162123 9162133 2
9162123 9162140 2
9162123 9162159 2
9162123 9162160 18
9162123 9162161 4
9162123 9162162 58
9162123 9162163 3
9162124 9162000 1
9162124 9162025 6
9162124 9162028 9
9162124 9162038 32
9162124 9162043 8
9162124 9162044 4
9162124 9162045 1
9162124 9162046 1
9162124 9162047 1
9162124 9162048 3
9162124 9162058 1
9162124 9162059 0
9162124 9162060 1
9162124 9162061 2
9162124 9162062 1
9162124 9162063 1
9162124 9162064 14
9162124 9162065 5
9162124 9162066 8
9162124 9162067 7
9162124 9162068 17
9162124 9162069 2
9162124 9162070 13
9162124 9162071 8
9162124 9162072 8
9162124 9162074 2
9162124 9162075 6
9162124 9162078 8
9162124 9162084 7
9162124 9162085 9
9162124 9162087 0
9162124 9162090 2
9162124 9162091 1
9162124 9162092 2
9162124 9162094 1
9162124 9162095 1
9162124 9162099 0
9162124 9162101 5
9162124 9162104 7
9162124 9162105 5
9162124 9162108 1
9162124 9162109 1
9162124 9162110 0
9162124 9162111 5
9162124 9162112 2
9162124 9162113 3
9162124 9162122 24
9162124 9162123 43
9162124 9162124 0
9162124 9162125 9
9162124 9162126 33
9162124 9162127 10
9162124 9162129 8
9162124 9162132 1
9162124 9162133 1
9162124 9162140 2
9162124 9162159 1
9162124 9162160 10
9162124 9162161 2
9162124 9162162 18
9162124 9162163 1
9162125 9162000 3
9162125 9162025 10
9162125 9162028 9
9162125 9162038 32
9162125 9162043 6
9162125 9162044 2
9162125 9162045 1
9162125 9162046 1
9162125 9162047 3
9162125 9162048 2
9162125 9162058 1
9162125 9162059 1
9162125 9162060 0
9162125 9162061 1
9162125 9162062 1
9162125 9162063 0
9162125 9162064 12
9162125 9162065 7
9162125 9162066 9
9162125 9162067 8
9162125 9162068 15
9162125 9162069 4
9162125 9162070 18
9162125 9162071 6
9162125 9162072 6
9162125 9162074 2
9162125 9162075 7
9162125 9162078 8
9162125 9162084 9
9162125 9162085 5
9162125 9162087 1
9162125 9162090 1
9162125 9162091 1
9162125 9162092 6
9162125 9162094 3
9162125 9162095 0
9162125 9162099 1
9162125 9162101 6
9162125 9162104 5
9162125 9162105 3
9162125 9162108 1
9162125 9162109 1
9162125 9162110 1
9162125 9162111 9
9162125 9162112 1
9162125 9162113 2
9162125 9162122 21
9162125 9162123 20
9162125 9162124 8
9162125 9162125 21
9162125 9162126 53
9162125 9162127 16
9162125 9162129 6
9162125 9162132 0
9162125 9162133 1
9162125 9162140 3
9162125 9162159 1
9162125 9162160 12
9162125 9162161 3
9162125 9162162 12
9162125 9162163 1
9162126 9162000 7
9162126 9162025 15
9162126 9162028 18
9162126 9162038 77
9162126 9162043 21
9162126 9162044 12
9162126 9162045 5
9162126 9162046 1
9162126 9162047 4
9162126 9162048 6
9162126 9162058 2
9162126 9162059 1
9162126 9162060 1
9162126 9162061 3
9162126 9162062 1
9162126 9162063 0
9162126 9162064 34
9162126 9162065 14
9162126 9162066 19
9162126 9162067 27
9162126 9162068 21
9162126 9162069 11
9162126 9162070 25
9162126 9162071 14
9162126 9162072 26
9162126 9162074 4
9162126 9162075 11
9162126 9162078 35
9162126 9162084 46
9162126 9162085 27
9162126 9162087 2
9162126 9162090 5
9162126 9162091 2
9162126 9162092 14
9162126 9162094 4
9162126 9162095 3
9162126 9162099 1
9162126 9162101 13
9162126 9162104 21
9162126 9162105 9
9162126 9162108 1
9162126 9162109 1
9162126 9162110 3
9162126 9162111 14
9162126 9162112 3
9162126 9162113 5
9162126 9162122 20
9162126 9162123 109
9162126 9162124 19
9162126 9162125 19
9162126 9162126 93
9162126 9162127 25
9162126 9162129 36
9162126 9162132 2
9162126 9162133 3
9162126 9162140 4
9162126 9162159 3
9162126 9162160 25
9162126 9162161 6
9162126 9162162 36
9162126 9162163 2
9162127 9162000 2
9162127 9162025 8
9162127 9162028 19
9162127 9162038 45
9162127 9162043 6
9162127 9162044 3
9162127 9162045 2
9162127 9162046 1
9162127 9162047 1
9162127 9162048 2
9162127 9162058 1
9162127 9162059 0
9162127 9162060 0
9162127 9162061 3
9162127 9162062 1
9162127 9162063 1
9162127 9162064 10
9162127 9162065 6
9162127 9162066 8
9162127 9162067 8
9162127 9162068 11
9162127 9162069 4
9162127 9162070 19
9162127 9162071 6
9162127 9162072 4
9162127 9162074 1
9162127 9162075 7
9162127 9162078 8
9162127 9162084 7
9162127 9162085 5
9162127 9162087 1
9162127 9162090 1
9162127 9162091 1
9162127 9162092 12
9162127 9162094 3
9162127 9162095 1
9162127 9162099 1
9162127 9162101 4
9162127 9162104 5
9162127 9162105 1
9162127 9162108 0
9162127 9162109 1
9162127 9162110 1
9162127 9162111 4
9162127 9162112 2
9162127 9162113 3
9162127 9162122 9
9162127 9162123 18
9162127 9162124 11
9162127 9162125 25
9162127 9162126 43
9162127 9162127 22
9162127 9162129 5
9162127 9162132 1
9162127 9162133 1
9162127 9162140 3
9162127 9162159 1
9162127 9162160 12
9162127 9162161 4
9162127 9162162 7
9162127 9162163 1
9162129 9162000 2
9162129 9162025 4
9162129 9162028 5
9162129 9162038 92
9162129 9162043 31
9162129 9162044 15
9162129 9162045 4
9162129 9162046 3
9162129 9162047 4
9162129 9162048 7
9162129 9162058 2
9162129 9162059 1
9162129 9162060 0
9162129 9162061 2
9162129 9162062 3
9162129 9162063 1
9162129 9162064 30
9162129 9162065 12
9162129 9162066 18
9162129 9162067 34
9162129 9162068 18
9162129 9162069 3
9162129 9162070 7
9162129 9162071 17
9162129 9162072 21
9162129 9162074 4
9162129 9162075 15
9162129 9162078 41
9162129 9162084 13
9162129 9162085 11
9162129 9162087 2
9162129 9162090 4
9162129 9162091 2
9162129 9162092 4
9162129 9162094 4
9162129 9162095 3
9162129 9162099 1
9162129 9162101 8
9162129 9162104 34
9162129 9162105 4
9162129 9162108 0
9162129 9162109 1
9162129 9162110 1
9162129 9162111 6
9162129 9162112 4
9162129 9162113 5
9162129 9162122 6
9162129 9162123 54
9162129 9162124 7
9162129 9162125 5
9162129 9162126 52
9162129 9162127 4
9162129 9162129 0
9162129 9162132 1
9162129 9162133 2
9162129 9162140 4
9162129 9162159 2
9162129 9162160 24
9162129 9162161 4
9162129 9162162 53
9162129 9162163 3
9162132 9162000 0
9162132 9162025 1
9162132 9162028 1
9162132 9162038 22
9162132 9162043 6
9162132 9162044 12
9162132 9162045 14
9162132 9162046 9
9162132 9162047 7
9162132 9162048 7
9162132 9162058 1
9162132 9162059 0
9162132 9162060 0
9162132 9162061 2
9162132 9162062 0
9162132 9162063 1
9162132 9162064 12
9162132 9162065 4
9162132 9162066 4
9162132 9162067 4
9162132 9162068 2
9162132 9162069 1
9162132 9162070 0
9162132 9162071 1
9162132 9162072 1
9162132 9162074 3
9162132 9162075 8
9162132 9162078 2
9162132 9162084 2
9162132 9162085 1
9162132 9162087 0
9162132 9162090 3
9162132 9162091 4
9162132 9162092 0
9162132 9162094 1
9162132 9162095 0
9162132 9162099 5
9162132 9162101 1
9162132 9162104 2
9162132 9162105 1
9162132 9162108 6
9162132 9162109 10
9162132 9162110 4
9162132 9162111 1
9162132 9162112 1
9162132 9162113 1
9162132 9162122 1
9162132 9162123 2
9162132 9162124 0
9162132 9162125 0
9162132 9162126 3
9162132 9162127 0
9162132 9162129 1
9162132 9162132 0
9162132 9162133 11
9162132 9162140 9
9162132 9162159 3
9162132 9162160 19
9162132 9162161 14
9162132 9162162 1
9162132 9162163 0
9162133 9162000 1
9162133 9162025 1
9162133 9162028 1
9162133 9162038 29
9162133 9162043 7
9162133 9162044 17
9162133 9162045 19
9162133 9162046 9
9162133 9162047 8
9162133 9162048 6
9162133 9162058 1
9162133 9162059 1
9162133 9162060 0
9162133 9162061 1
9162133 9162062 1
9162133 9162063 1
9162133 9162064 17
9162133 9162065 4
9162133 9162066 6
9162133 9162067 4
9162133 9162068 1
9162133 9162069 1
9162133 9162070 1
9162133 9162071 1
9162133 9162072 1
9162133 9162074 1
9162133 9162075 12
9162133 9162078 5
9162133 9162084 2
9162133 9162085 1
9162133 9162087 1
9162133 9162090 4
9162133 9162091 9
9162133 9162092 1
9162133 9162094 1
9162133 9162095 0
9162133 9162099 8
9162133 9162101 1
9162133 9162104 4
9162133 9162105 1
9162133 9162108 8
9162133 9162109 18
9162133 9162110 14
9162133 9162111 3
9162133 9162112 1
9162133 9162113 3
9162133 9162122 0
9162133 9162123 4
9162133 9162124 0
9162133 9162125 0
9162133 9162126 5
9162133 9162127 0
9162133 9162129 1
9162133 9162132 11
9162133 9162133 0
9162133 9162140 12
9162133 9162159 8
9162133 9162160 28
9162133 9162161 17
9162133 9162162 2
9162133 9162163 1
9162140 9162000 0
9162140 9162025 1
9162140 9162028 1
9162140 9162038 48
9162140 9162043 5
9162140 9162044 7
9162140 9162045 9
9162140 9162046 16
9162140 9162047 24
9162140 9162048 20
9162140 9162058 3
9162140 9162059 4
9162140 9162060 1
9162140 9162061 6
9162140 9162062 2
9162140 9162063 1
9162140 9162064 28
9162140 9162065 6
9162140 9162066 7
9162140 9162067 4
9162140 9162068 3
9162140 9162069 1
9162140 9162070 1
9162140 9162071 1
9162140 9162072 1
9162140 9162074 7
9162140 9162075 27
9162140 9162078 4
9162140 9162084 3
9162140 9162085 1
9162140 9162087 3
9162140 9162090 3
9162140 9162091 24
9162140 9162092 1
9162140 9162094 4
9162140 9162095 2
9162140 9162099 40
9162140 9162101 2
9162140 9162104 3
9162140 9162105 1
9162140 9162108 20
9162140 9162109 16
9162140 9162110 6
9162140 9162111 1
9162140 9162112 1
9162140 9162113 5
9162140 9162122 1
9162140 9162123 4
9162140 9162124 0
9162140 9162125 1
9162140 9162126 6
9162140 9162127 1
9162140 9162129 1
9162140 9162132 8
9162140 9162133 9
9162140 9162140 62
9162140 9162159 9
9162140 9162160 40
9162140 9162161 14
9162140 9162162 3
9162140 9162163 4
9162159 9162000 0
9162159 9162025 2
9162159 9162028 0
9162159 9162038 29
9162159 9162043 5
9162159 9162044 6
9162159 9162045 5
9162159 9162046 3
9162159 9162047 5
9162159 9162048 4
9162159 9162058 3
9162159 9162059 1
9162159 9162060 0
9162159 9162061 1
9162159 9162062 1
9162159 9162063 1
9162159 9162064 11
9162159 9162065 4
9162159 9162066 6
9162159 9162067 2
9162159 9162068 3
9162159 9162069 1
9162159 9162070 1
9162159 9162071 1
9162159 9162072 1
9162159 9162074 1
9162159 9162075 12
9162159 9162078 3
9162159 9162084 2
9162159 9162085 1
9162159 9162087 1
9162159 9162090 1
9162159 9162091 13
9162159 9162092 1
9162159 9162094 0
9162159 9162095 1
9162159 9162099 11
9162159 9162101 2
9162159 9162104 2
9162159 9162105 1
9162159 9162108 6
9162159 9162109 9
9162159 9162110 12
9162159 9162111 3
9162159 9162112 1
9162159 9162113 2
9162159 9162122 1
9162159 9162123 5
9162159 9162124 0
9162159 9162125 1
9162159 9162126 4
9162159 9162127 0
9162159 9162129 1
9162159 9162132 4
9162159 9162133 6
9162159 9162140 14
9162159 9162159 0
9162159 9162160 21
9162159 9162161 5
9162159 9162162 1
9162159 9162163 1
9162160 9162000 1
9162160 9162025 3
9162160 9162028 3
9162160 9162038 163
9162160 9162043 33
9162160 9162044 46
9162160 9162045 35
9162160 9162046 44
9162160 9162047 59
9162160 9162048 93
9162160 9162058 26
9162160 9162059 13
9162160 9162060 8
9162160 9162061 40
9162160 9162062 17
9162160 9162063 9
9162160 9162064 283
9162160 9162065 53
9162160 9162066 45
9162160 9162067 25
9162160 9162068 12
9162160 9162069 2
9162160 9162070 4
9162160 9162071 10
9162160 9162072 5
9162160 9162074 31
9162160 9162075 192
9162160 9162078 17
9162160 9162084 6
9162160 9162085 8
9162160 9162087 23
9162160 9162090 10
9162160 9162091 13
9162160 9162092 3
9162160 9162094 16
9162160 9162095 9
9162160 9162099 16
9162160 9162101 17
9162160 9162104 14
9162160 9162105 6
9162160 9162108 20
9162160 9162109 25
9162160 9162110 13
9162160 9162111 2
9162160 9162112 8
9162160 9162113 16
9162160 9162122 3
9162160 9162123 22
9162160 9162124 1
9162160 9162125 3
9162160 9162126 13
9162160 9162127 1
9162160 9162129 8
9162160 9162132 20
9162160 9162133 16
9162160 9162140 42
9162160 9162159 12
9162160 9162160 357
9162160 9162161 64
9162160 9162162 11
9162160 9162163 22
9162161 9162000 0
9162161 9162025 1
9162161 9162028 1
9162161 9162038 108
9162161 9162043 12
9162161 9162044 44
9162161 9162045 31
9162161 9162046 9
9162161 9162047 10
9162161 9162048 13
9162161 9162058 4
9162161 9162059 2
9162161 9162060 1
9162161 9162061 6
9162161 9162062 3
9162161 9162063 1
9162161 9162064 39
9162161 9162065 13
9162161 9162066 13
9162161 9162067 10
9162161 9162068 6
9162161 9162069 1
9162161 9162070 1
9162161 9162071 4
9162161 9162072 3
9162161 9162074 5
9162161 9162075 26
9162161 9162078 7
9162161 9162084 3
9162161 9162085 2
9162161 9162087 4
9162161 9162090 11
9162161 9162091 5
9162161 9162092 1
9162161 9162094 4
9162161 9162095 1
9162161 9162099 5
9162161 9162101 5
9162161 9162104 7
9162161 9162105 3
9162161 9162108 7
9162161 9162109 11
9162161 9162110 10
9162161 9162111 1
9162161 9162112 2
9162161 9162113 4
9162161 9162122 1
9162161 9162123 8
9162161 9162124 1
9162161 9162125 0
9162161 9162126 7
9162161 9162127 1
9162161 9162129 2
9162161 9162132 15
9162161 9162133 17
9162161 9162140 14
9162161 9162159 5
9162161 9162160 87
9162161 9162161 0
9162161 9162162 4
9162161 9162163 4
9162162 9162000 1
9162162 9162025 4
9162162 9162028 3
9162162 9162038 97
9162162 9162043 17
9162162 9162044 12
9162162 9162045 3
9162162 9162046 1
9162162 9162047 4
9162162 9162048 5
9162162 9162058 2
9162162 9162059 1
9162162 9162060 1
9162162 9162061 5
9162162 9162062 3
9162162 9162063 1
9162162 9162064 29
9162162 9162065 14
9162162 9162066 29
9162162 9162067 28
9162162 9162068 50
9162162 9162069 2
9162162 9162070 6
9162162 9162071 29
9162162 9162072 12
9162162 9162074 4
9162162 9162075 14
9162162 9162078 20
9162162 9162084 7
9162162 9162085 7
9162162 9162087 3
9162162 9162090 3
9162162 9162091 1
9162162 9162092 3
9162162 9162094 3
9162162 9162095 3
9162162 9162099 1
9162162 9162101 13
9162162 9162104 18
9162162 9162105 3
9162162 9162108 1
9162162 9162109 1
9162162 9162110 1
9162162 9162111 4
9162162 9162112 5
9162162 9162113 7
9162162 9162122 11
9162162 9162123 86
9162162 9162124 12
9162162 9162125 7
9162162 9162126 38
9162162 9162127 5
9162162 9162129 37
9162162 9162132 1
9162162 9162133 1
9162162 9162140 4
9162162 9162159 1
9162162 9162160 26
9162162 9162161 6
9162162 9162162 60
9162162 9162163 3
9162163 9162000 0
9162163 9162025 0
9162163 9162028 0
9162163 9162038 34
9162163 9162043 5
9162163 9162044 4
9162163 9162045 1
9162163 9162046 1
9162163 9162047 4
9162163 9162048 8
9162163 9162058 27
9162163 9162059 15
9162163 9162060 13
9162163 9162061 14
9162163 9162062 20
9162163 9162063 15
9162163 9162064 46
9162163 9162065 20
9162163 9162066 16
9162163 9162067 5
9162163 9162068 3
9162163 9162069 0
9162163 9162070 1
9162163 9162071 2
9162163 9162072 0
9162163 9162074 14
9162163 9162075 24
9162163 9162078 2
9162163 9162084 1
9162163 9162085 0
9162163 9162087 25
9162163 9162090 0
9162163 9162091 1
9162163 9162092 0
9162163 9162094 14
9162163 9162095 10
9162163 9162099 1
9162163 9162101 11
9162163 9162104 1
9162163 9162105 0
9162163 9162108 1
9162163 9162109 1
9162163 9162110 1
9162163 9162111 1
9162163 9162112 6
9162163 9162113 17
9162163 9162122 1
9162163 9162123 6
9162163 9162124 0
9162163 9162125 0
9162163 9162126 2
9162163 9162127 0
9162163 9162129 1
9162163 9162132 1
9162163 9162133 0
9162163 9162140 4
9162163 9162159 0
9162163 9162160 33
9162163 9162161 4
9162163 9162162 2
9162163 9162163 0
